EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,Attrition,AttritionLabel
2114,54,Female,Married,Research & Development,Healthcare Representative,4,Medical,3,15383,11,0,No,Travel_Rarely,14,2,1,1,3,0,3,15,8,33,1,Yes
2115,58,Male,Divorced,Research & Development,Laboratory Technician,1,Life Sciences,2,2317,11,1,No,Travel_Rarely,5,3,2,2,3,4,9,34,16,41,0,No
2116,34,Female,Single,Research & Development,Healthcare Representative,3,Life Sciences,1,9802,16,0,No,Travel_Rarely,9,1,2,3,4,4,8,1,0,16,1,Yes
2117,41,Female,Single,Sales,Sales Representative,1,Medical,4,2629,14,0,Yes,Travel_Rarely,8,1,1,3,4,2,9,10,7,24,1,Yes
2118,38,Female,Married,Research & Development,Manufacturing Director,4,Medical,4,5775,21,0,No,Travel_Rarely,2,4,1,1,3,2,8,2,0,18,0,No
2119,56,Female,Married,Sales,Sales Representative,1,Medical,2,6201,14,2,No,Travel_Rarely,28,3,3,3,3,0,3,28,11,35,0,No
2120,58,Male,Divorced,Sales,Sales Representative,1,Life Sciences,4,7631,11,2,No,Travel_Rarely,16,2,1,3,4,4,8,17,13,38,0,No
2121,56,Male,Married,Research & Development,Laboratory Technician,2,Marketing,3,7102,19,1,No,Travel_Rarely,13,4,2,3,4,4,2,19,9,39,0,No
2122,30,Female,Married,Human Resources,Manager,2,Life Sciences,3,17493,22,1,No,Travel_Rarely,7,3,2,1,4,2,4,13,6,14,0,No
2123,28,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,1,1246,21,2,No,Non-Travel,16,4,2,3,3,2,9,33,18,13,0,No
2124,36,Female,Single,Research & Development,Manufacturing Director,1,Marketing,4,12119,13,0,No,Travel_Frequently,7,2,3,2,3,3,8,30,28,20,0,No
2125,28,Male,Single,Research & Development,Laboratory Technician,3,Technical Degree,3,7082,15,1,Yes,Travel_Frequently,27,4,3,1,3,5,5,39,1,10,0,No
2126,30,Male,Single,Research & Development,Healthcare Representative,4,Life Sciences,2,3551,20,1,No,Travel_Rarely,14,4,1,2,3,4,2,17,3,14,0,No
2127,18,Female,Single,Sales,Sales Representative,2,Life Sciences,4,16291,11,0,No,Non-Travel,14,4,3,2,3,4,9,29,18,0,0,No
2128,57,Female,Married,Research & Development,Laboratory Technician,2,Medical,1,11204,18,0,Yes,Travel_Rarely,12,3,3,1,3,3,8,24,6,42,0,No
2129,36,Male,Married,Research & Development,Healthcare Representative,2,Medical,2,2546,13,0,No,Travel_Rarely,1,2,2,2,4,4,5,18,14,20,1,Yes
2130,29,Male,Married,Sales,Sales Executive,2,Medical,2,18147,24,0,No,Travel_Rarely,1,1,2,1,4,0,3,7,6,10,0,No
2131,25,Female,Married,Research & Development,Research Scientist,1,Life Sciences,2,12569,11,0,No,Travel_Rarely,12,3,1,2,3,2,3,27,23,4,0,No
2132,25,Female,Single,Research & Development,Manufacturing Director,1,Life Sciences,3,14443,20,2,No,Travel_Rarely,20,1,2,1,4,2,7,7,5,8,0,No
2133,29,Female,Married,Sales,Sales Representative,3,Marketing,2,8405,16,0,No,Travel_Rarely,21,1,3,3,3,5,6,30,2,14,0,No
2134,50,Male,Married,Sales,Sales Representative,2,Medical,3,17933,11,1,No,Travel_Rarely,15,3,1,3,3,2,0,2,1,32,1,Yes
2135,43,Male,Divorced,Research & Development,Research Scientist,2,Technical Degree,2,6140,13,2,Yes,Non-Travel,4,3,1,2,3,1,5,2,2,23,0,No
2136,56,Female,Divorced,Sales,Sales Representative,1,Medical,3,9706,15,1,No,Non-Travel,7,2,2,3,3,0,7,21,15,35,0,No
2137,45,Male,Married,Research & Development,Manufacturing Director,3,Medical,4,18522,14,0,Yes,Travel_Frequently,16,2,2,1,3,0,2,16,1,27,1,Yes
2138,22,Male,Married,Research & Development,Healthcare Representative,1,Human Resources,3,11280,17,1,No,Travel_Rarely,3,4,2,2,3,3,8,35,30,2,0,No
2139,25,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,3,4154,16,0,No,Travel_Rarely,7,1,1,3,3,1,9,16,6,9,0,No
2140,42,Male,Single,Research & Development,Healthcare Representative,2,Medical,4,14109,22,1,No,Travel_Rarely,29,2,2,3,3,4,1,13,13,27,0,No
2141,44,Male,Divorced,Research & Development,Manufacturing Director,4,Life Sciences,2,5076,13,1,Yes,Travel_Rarely,24,4,3,2,4,5,5,8,6,27,1,Yes
2142,40,Male,Married,Sales,Sales Executive,4,Life Sciences,4,5204,21,0,No,Travel_Rarely,22,2,1,3,3,0,0,29,3,25,0,No
2143,47,Female,Married,Research & Development,Manufacturing Director,4,Life Sciences,2,10253,18,1,No,Non-Travel,6,3,2,3,3,1,1,20,19,28,0,No
2144,40,Male,Divorced,Research & Development,Manufacturing Director,3,Life Sciences,3,8290,18,2,Yes,Travel_Rarely,16,2,3,2,3,1,4,11,6,21,0,No
2145,37,Male,Married,Sales,Manager,1,Human Resources,2,3518,24,1,Yes,Non-Travel,24,1,3,3,3,0,0,36,3,22,1,Yes
2146,35,Male,Single,Research & Development,Manufacturing Director,2,Medical,3,16511,12,2,Yes,Travel_Rarely,8,2,2,3,3,3,7,31,31,19,1,Yes
2147,35,Female,Single,Research & Development,Healthcare Representative,2,Human Resources,2,7542,17,2,No,Travel_Rarely,23,1,3,3,3,1,0,10,4,18,0,No
2148,19,Female,Single,Research & Development,Manufacturing Director,3,Medical,3,18074,24,1,Yes,Non-Travel,22,3,1,3,3,2,8,19,18,0,1,Yes
2149,21,Male,Married,Research & Development,Manufacturing Director,2,Medical,3,15679,11,2,No,Non-Travel,6,1,1,2,3,1,9,34,25,4,0,No
2150,47,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,1,4941,12,2,No,Travel_Rarely,10,2,3,1,3,4,2,10,4,31,0,No
2151,50,Male,Divorced,Research & Development,Manufacturing Director,1,Medical,2,15604,18,1,No,Travel_Rarely,16,4,1,1,3,0,1,7,2,30,0,No
2152,53,Female,Married,Research & Development,Healthcare Representative,4,Medical,2,14050,22,0,Yes,Travel_Rarely,11,3,2,3,3,4,0,3,1,38,0,No
2153,35,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,1,6569,11,0,No,Travel_Rarely,13,2,3,3,4,3,8,26,18,20,0,No
2154,54,Male,Single,Research & Development,Research Scientist,3,Technical Degree,3,5025,12,2,No,Travel_Rarely,29,3,1,1,3,5,3,39,29,39,0,No
2155,36,Female,Married,Research & Development,Manufacturing Director,4,Life Sciences,3,1728,22,2,No,Travel_Rarely,6,3,2,3,3,2,0,37,2,21,0,No
2156,45,Female,Divorced,Research & Development,Manufacturing Director,4,Medical,1,1083,11,0,No,Travel_Rarely,24,2,2,1,4,0,0,29,26,24,1,Yes
2157,57,Male,Single,Sales,Sales Representative,3,Medical,1,14170,15,2,No,Non-Travel,1,2,1,2,3,1,6,26,25,38,0,No
2158,37,Male,Divorced,Research & Development,Laboratory Technician,3,Other,4,3158,17,0,No,Travel_Rarely,21,4,3,2,3,2,1,20,10,21,0,No
2159,50,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,3,15042,16,1,No,Travel_Rarely,19,3,2,2,4,1,6,19,6,30,0,No
2160,29,Male,Single,Sales,Manager,1,Medical,4,5216,16,2,No,Travel_Rarely,12,3,2,2,3,3,6,3,0,13,0,No
2161,32,Male,Divorced,Research & Development,Research Scientist,3,Medical,2,16052,16,1,Yes,Travel_Rarely,24,2,2,2,3,5,9,10,0,14,0,No
2162,58,Female,Single,Sales,Sales Executive,2,Life Sciences,4,10087,18,0,Yes,Travel_Rarely,27,1,2,2,4,0,8,12,8,40,1,Yes
2163,56,Male,Married,Sales,Sales Representative,3,Medical,1,12734,15,0,Yes,Non-Travel,6,2,3,1,4,3,6,8,8,38,0,No
2164,19,Female,Single,Research & Development,Laboratory Technician,2,Life Sciences,1,4945,20,1,No,Travel_Rarely,18,3,1,3,3,3,0,3,0,0,0,No
2165,46,Male,Divorced,Sales,Manager,3,Life Sciences,1,10316,17,2,No,Non-Travel,13,2,1,1,3,5,7,11,8,29,0,No
2166,58,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,1,18468,13,1,No,Non-Travel,7,4,1,2,3,3,7,8,5,37,0,No
2167,27,Female,Divorced,Research & Development,Research Scientist,4,Technical Degree,4,5624,19,1,No,Travel_Frequently,23,1,2,3,3,3,3,12,4,12,0,No
2168,19,Female,Single,Research & Development,Laboratory Technician,4,Life Sciences,4,8274,20,2,No,Travel_Rarely,13,2,3,3,3,1,7,25,2,0,1,Yes
2169,28,Female,Single,Sales,Sales Executive,4,Medical,4,11125,13,0,No,Travel_Rarely,21,4,1,2,3,4,3,37,26,8,0,No
2170,30,Male,Married,Sales,Sales Representative,1,Life Sciences,1,16742,24,1,No,Travel_Rarely,8,3,3,2,3,1,7,12,10,10,0,No
2171,27,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,1,14901,24,1,No,Travel_Rarely,21,2,1,2,4,5,4,38,7,9,0,No
2172,31,Male,Married,Human Resources,Manager,4,Life Sciences,3,5661,16,0,Yes,Travel_Rarely,17,3,2,2,4,2,3,27,19,10,0,No
2173,35,Male,Married,Research & Development,Healthcare Representative,3,Medical,3,11482,13,1,Yes,Travel_Rarely,9,4,1,2,4,5,5,18,9,17,0,No
2174,26,Male,Single,Sales,Manager,3,Life Sciences,1,10256,11,0,Yes,Travel_Rarely,20,3,2,2,4,5,1,23,12,6,0,No
2175,56,Female,Married,Research & Development,Laboratory Technician,1,Life Sciences,3,17934,11,2,No,Travel_Rarely,13,4,2,3,3,5,1,18,2,36,0,No
2176,45,Male,Divorced,Research & Development,Manufacturing Director,2,Technical Degree,2,3170,13,0,No,Travel_Rarely,2,4,1,2,3,5,1,12,12,30,0,No
2177,20,Female,Divorced,Research & Development,Healthcare Representative,3,Medical,2,19644,14,0,No,Travel_Rarely,4,4,3,2,3,3,8,12,5,3,0,No
2178,37,Male,Married,Sales,Sales Executive,3,Life Sciences,1,15597,24,1,Yes,Travel_Rarely,29,2,2,3,3,5,9,27,7,22,1,Yes
2179,23,Female,Married,Research & Development,Healthcare Representative,2,Medical,4,13070,12,0,No,Travel_Rarely,25,3,3,1,3,2,2,1,0,6,0,No
2180,44,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,2,7050,19,0,No,Travel_Frequently,2,3,1,2,3,5,9,9,8,29,0,No
2181,19,Male,Single,Human Resources,Manager,3,Medical,2,13682,21,1,No,Travel_Frequently,4,1,2,3,4,1,3,21,21,2,1,Yes
2182,46,Female,Married,Sales,Sales Executive,4,Life Sciences,4,2569,18,0,No,Travel_Rarely,18,1,3,3,3,3,9,12,4,28,0,No
2183,55,Male,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,3,12963,22,1,No,Travel_Rarely,5,1,2,1,3,1,7,8,1,39,0,No
2184,20,Female,Single,Human Resources,Manager,2,Life Sciences,4,18557,23,2,No,Travel_Rarely,19,1,1,2,3,3,3,32,1,0,0,No
2185,33,Male,Single,Sales,Sales Representative,2,Life Sciences,3,16087,13,0,No,Travel_Rarely,10,3,2,2,3,1,9,13,1,16,0,No
2186,47,Female,Single,Human Resources,Manager,4,Technical Degree,3,6428,17,2,Yes,Non-Travel,18,4,1,2,3,0,9,19,2,28,0,No
2187,57,Female,Single,Research & Development,Manufacturing Director,4,Life Sciences,4,3731,14,0,Yes,Non-Travel,25,4,3,3,3,4,6,14,2,40,0,No
2188,19,Male,Single,Sales,Manager,4,Life Sciences,3,11559,15,0,No,Non-Travel,21,2,2,2,3,4,4,31,3,1,0,No
2189,34,Male,Married,Sales,Sales Executive,1,Medical,2,17863,14,2,No,Travel_Frequently,10,4,3,2,3,3,8,32,22,13,0,No
2190,58,Male,Married,Research & Development,Research Scientist,2,Medical,1,2477,19,2,No,Non-Travel,5,3,1,2,3,0,3,16,9,41,0,No
2191,29,Male,Single,Sales,Sales Representative,4,Life Sciences,3,1817,21,1,No,Non-Travel,17,3,1,2,3,2,2,23,10,14,0,No
2192,52,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,2,7728,17,1,No,Travel_Rarely,22,3,3,1,4,0,1,29,28,31,0,No
2193,18,Male,Married,Sales,Manager,2,Life Sciences,4,17372,23,2,No,Travel_Rarely,13,2,3,1,3,3,0,12,0,0,0,No
2194,32,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,3,11600,14,0,No,Travel_Frequently,23,1,1,1,4,0,5,15,9,12,0,No
2195,43,Female,Single,Sales,Manager,1,Life Sciences,2,6082,23,1,No,Travel_Rarely,17,4,3,2,3,2,9,1,1,28,1,Yes
2196,54,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,3,9021,18,0,No,Travel_Rarely,9,3,1,2,3,3,1,16,15,33,0,No
2197,38,Female,Married,Human Resources,Human Resources,4,Medical,4,19038,12,1,No,Travel_Frequently,24,3,3,3,3,4,7,31,19,22,0,No
2198,48,Male,Married,Human Resources,Manager,1,Other,1,14901,17,1,No,Non-Travel,12,1,1,3,3,5,5,7,4,31,0,No
2199,42,Female,Divorced,Research & Development,Healthcare Representative,3,Medical,3,9258,21,1,No,Travel_Frequently,14,3,1,3,3,0,4,2,1,27,1,Yes
2200,40,Male,Married,Sales,Sales Representative,2,Life Sciences,1,18522,11,2,Yes,Non-Travel,14,4,2,2,3,4,1,11,7,22,0,No
2201,41,Male,Divorced,Research & Development,Manufacturing Director,4,Medical,3,16156,18,0,No,Travel_Rarely,8,2,1,1,4,4,6,19,1,25,0,No
2202,55,Female,Divorced,Sales,Sales Representative,1,Medical,3,18746,23,2,No,Non-Travel,23,3,1,1,3,1,1,15,8,39,0,No
2203,45,Female,Single,Sales,Sales Representative,1,Technical Degree,4,1776,24,1,Yes,Travel_Frequently,5,4,2,1,3,2,4,13,13,27,1,Yes
2204,38,Male,Divorced,Sales,Manager,1,Medical,3,4904,22,2,No,Non-Travel,19,3,2,2,3,5,1,15,3,20,0,No
2205,35,Female,Single,Research & Development,Laboratory Technician,1,Medical,2,11209,24,2,No,Non-Travel,28,1,3,1,3,0,9,32,12,17,1,Yes
2206,53,Female,Single,Research & Development,Healthcare Representative,4,Life Sciences,2,8338,23,2,Yes,Travel_Rarely,14,3,3,3,3,4,1,29,3,37,0,No
2207,52,Female,Divorced,Research & Development,Manufacturing Director,4,Medical,1,16341,16,0,No,Non-Travel,9,3,1,3,3,4,6,11,2,31,0,No
2208,26,Male,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,1,15630,22,2,Yes,Travel_Rarely,7,2,3,1,3,2,8,14,11,8,0,No
2209,55,Female,Married,Sales,Sales Representative,2,Life Sciences,2,12343,15,2,Yes,Travel_Rarely,27,1,3,3,3,5,4,17,7,35,1,Yes
2210,47,Female,Single,Human Resources,Human Resources,2,Life Sciences,1,19183,19,2,No,Travel_Rarely,26,1,1,1,3,5,6,27,1,31,0,No
2211,51,Male,Married,Research & Development,Healthcare Representative,3,Medical,1,1894,19,2,No,Travel_Rarely,26,2,2,1,3,4,3,22,5,35,0,No
2212,49,Male,Married,Research & Development,Healthcare Representative,2,Medical,2,8743,13,2,Yes,Travel_Frequently,8,3,2,3,3,4,1,13,5,33,0,No
2213,20,Male,Single,Sales,Sales Executive,4,Human Resources,2,4915,19,2,No,Travel_Rarely,14,4,1,3,3,4,2,29,9,1,1,Yes
2214,20,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,2,5501,23,2,No,Travel_Rarely,22,1,1,3,3,4,1,32,20,0,0,No
2215,45,Female,Married,Research & Development,Research Scientist,4,Life Sciences,4,10739,23,1,Yes,Travel_Rarely,28,1,1,3,3,1,4,14,9,24,1,Yes
2216,32,Female,Single,Sales,Sales Executive,3,Technical Degree,4,3082,19,2,Yes,Travel_Rarely,14,3,1,1,3,1,5,6,1,14,0,No
2217,58,Female,Single,Sales,Sales Representative,2,Other,2,17705,12,2,No,Travel_Rarely,11,3,1,3,3,5,6,14,6,42,0,No
2218,40,Male,Married,Research & Development,Research Scientist,2,Medical,3,7278,15,0,No,Travel_Rarely,14,1,1,3,3,3,2,37,2,25,0,No
2219,57,Male,Married,Research & Development,Research Scientist,2,Life Sciences,2,18203,21,1,No,Travel_Rarely,21,3,3,2,3,0,3,10,3,41,0,No
2220,28,Male,Single,Sales,Sales Executive,3,Medical,4,7850,12,2,No,Travel_Rarely,8,4,3,3,3,2,7,28,9,10,0,No
2221,49,Female,Married,Human Resources,Human Resources,4,Life Sciences,1,11964,11,0,No,Travel_Rarely,3,1,3,3,3,3,3,30,28,28,0,No
2222,53,Male,Single,Sales,Sales Representative,1,Technical Degree,3,3041,17,2,Yes,Travel_Rarely,28,4,2,1,3,1,6,24,8,35,1,Yes
2223,50,Male,Married,Research & Development,Research Scientist,4,Marketing,3,10708,14,2,No,Travel_Rarely,29,4,1,1,3,1,5,23,19,32,0,No
2224,41,Male,Married,Human Resources,Human Resources,2,Life Sciences,1,13746,15,2,No,Travel_Rarely,29,3,1,2,3,1,6,18,18,23,0,No
2225,56,Male,Single,Research & Development,Healthcare Representative,3,Technical Degree,3,11771,14,2,No,Travel_Rarely,23,4,3,3,3,3,0,1,1,38,0,No
2226,51,Male,Married,Research & Development,Manufacturing Director,3,Medical,1,8138,16,2,Yes,Travel_Rarely,18,3,2,3,3,1,2,21,1,33,1,Yes
2227,45,Male,Divorced,Research & Development,Laboratory Technician,2,Other,4,9797,21,0,Yes,Non-Travel,3,2,3,3,3,3,5,19,4,28,0,No
2228,54,Female,Married,Sales,Sales Representative,3,Other,3,3156,12,2,No,Travel_Rarely,13,3,1,3,3,1,2,32,19,37,0,No
2229,24,Male,Married,Human Resources,Manager,2,Life Sciences,3,1624,18,0,No,Travel_Rarely,12,4,1,3,3,4,6,7,4,8,0,No
2230,21,Female,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,1,1956,14,2,Yes,Travel_Rarely,15,2,3,3,3,4,8,24,7,5,1,Yes
2231,54,Male,Divorced,Research & Development,Research Scientist,3,Medical,1,6686,18,0,No,Travel_Rarely,18,3,3,2,3,0,2,8,6,39,0,No
2232,18,Female,Single,Sales,Sales Representative,1,Other,4,8875,13,1,Yes,Travel_Rarely,5,4,1,3,3,1,0,33,5,3,0,No
2233,18,Male,Married,Sales,Sales Executive,3,Other,1,3022,22,2,No,Travel_Frequently,7,1,3,3,3,0,9,22,10,1,0,No
2234,37,Female,Single,Sales,Sales Representative,2,Medical,1,17883,22,1,No,Travel_Rarely,11,1,1,3,3,3,5,4,3,16,0,No
2235,36,Female,Single,Research & Development,Healthcare Representative,1,Life Sciences,4,19821,21,1,No,Travel_Rarely,26,3,3,2,3,0,0,24,17,17,0,No
2236,46,Male,Single,Research & Development,Manufacturing Director,2,Life Sciences,2,5996,15,1,No,Travel_Rarely,27,3,2,3,3,1,0,7,2,25,0,No
2237,27,Female,Divorced,Research & Development,Manufacturing Director,3,Marketing,2,9742,22,2,No,Travel_Rarely,11,1,1,2,3,3,7,15,9,12,0,No
2238,35,Male,Married,Research & Development,Healthcare Representative,1,Medical,1,10488,13,1,No,Travel_Rarely,27,4,2,1,3,3,8,14,8,19,0,No
2239,45,Female,Single,Human Resources,Human Resources,1,Medical,4,10834,22,0,No,Travel_Rarely,15,4,3,3,4,4,1,0,0,28,0,No
2240,52,Male,Single,Sales,Sales Representative,3,Medical,2,3935,23,2,No,Travel_Frequently,10,4,2,2,3,3,8,21,20,31,0,No
2241,48,Female,Divorced,Research & Development,Manufacturing Director,1,Marketing,4,8291,17,1,No,Travel_Rarely,15,3,3,1,3,3,4,2,1,29,1,Yes
2242,44,Female,Married,Research & Development,Healthcare Representative,4,Technical Degree,1,16644,13,2,Yes,Non-Travel,13,2,2,2,3,0,7,37,2,26,1,Yes
2243,28,Male,Single,Research & Development,Research Scientist,1,Life Sciences,1,16856,22,1,Yes,Travel_Rarely,14,2,2,2,3,5,6,13,1,8,0,No
2244,55,Male,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,4,10499,18,0,No,Travel_Rarely,17,2,2,1,3,3,6,35,23,38,1,Yes
2245,22,Female,Married,Research & Development,Healthcare Representative,4,Medical,3,7995,19,2,No,Travel_Rarely,13,2,1,3,3,2,3,17,14,5,0,No
2246,25,Female,Single,Research & Development,Laboratory Technician,2,Human Resources,1,7871,23,2,No,Travel_Rarely,10,2,2,3,3,5,1,17,5,6,0,No
2247,51,Female,Married,Sales,Sales Executive,2,Life Sciences,1,13168,22,1,Yes,Non-Travel,25,3,3,2,4,4,4,2,1,33,0,No
2248,29,Male,Divorced,Sales,Manager,4,Life Sciences,1,5432,12,0,No,Travel_Rarely,1,3,3,1,3,4,2,9,6,11,1,Yes
2249,55,Male,Divorced,Human Resources,Manager,1,Life Sciences,1,11459,13,2,No,Travel_Rarely,1,2,1,3,3,3,8,38,16,35,0,No
2250,18,Male,Single,Research & Development,Research Scientist,3,Life Sciences,4,9168,22,1,No,Non-Travel,15,3,1,2,3,0,5,0,0,0,0,No
2251,48,Male,Single,Research & Development,Healthcare Representative,4,Life Sciences,4,3082,23,0,No,Travel_Rarely,16,3,3,1,4,5,0,26,0,29,0,No
2252,21,Male,Single,Research & Development,Manufacturing Director,3,Medical,4,18094,17,0,No,Non-Travel,12,2,2,2,3,4,2,26,25,5,0,No
2253,22,Male,Married,Sales,Manager,2,Life Sciences,4,11120,15,0,No,Travel_Rarely,26,4,3,1,3,4,3,10,1,4,0,No
2254,47,Male,Married,Sales,Sales Executive,4,Medical,3,7834,20,0,No,Travel_Rarely,24,3,1,3,3,2,8,4,1,31,0,No
2255,41,Male,Single,Research & Development,Laboratory Technician,3,Life Sciences,4,11661,17,2,Yes,Travel_Rarely,6,4,1,3,3,3,5,6,6,26,1,Yes
2256,20,Male,Married,Research & Development,Research Scientist,1,Life Sciences,4,13463,12,2,No,Non-Travel,6,3,3,2,3,5,3,18,18,5,0,No
2257,28,Female,Married,Sales,Manager,4,Medical,1,8977,24,0,No,Travel_Rarely,12,3,2,3,3,4,0,28,27,12,0,No
2258,21,Male,Married,Research & Development,Manufacturing Director,3,Medical,3,13525,24,1,No,Travel_Rarely,25,2,2,3,3,4,7,14,0,2,0,No
2259,43,Male,Divorced,Sales,Manager,4,Life Sciences,1,15299,14,1,Yes,Travel_Rarely,15,3,1,1,3,4,1,34,30,26,1,Yes
2260,44,Male,Married,Research & Development,Laboratory Technician,4,Technical Degree,3,8785,11,0,No,Travel_Rarely,4,1,3,3,3,4,7,36,34,27,0,No
2261,44,Male,Married,Sales,Manager,2,Life Sciences,2,9567,15,0,No,Travel_Frequently,24,1,3,1,3,0,5,11,0,27,0,No
2262,59,Female,Married,Research & Development,Manufacturing Director,2,Life Sciences,3,9728,18,1,Yes,Travel_Frequently,4,2,1,1,3,1,7,29,7,38,0,No
2263,23,Male,Divorced,Sales,Sales Executive,1,Medical,3,5895,11,0,No,Non-Travel,2,4,3,2,3,2,5,19,11,6,0,No
2264,32,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,1,5628,17,0,No,Non-Travel,27,4,1,1,3,0,4,36,18,13,1,Yes
2265,47,Male,Divorced,Sales,Sales Executive,2,Medical,3,14965,17,2,No,Travel_Rarely,24,4,2,3,3,2,4,2,0,27,0,No
2266,59,Female,Single,Sales,Manager,2,Life Sciences,3,11354,17,2,No,Travel_Rarely,12,1,2,1,3,4,9,8,8,44,0,No
2267,54,Male,Single,Research & Development,Research Scientist,3,Medical,1,7884,11,0,Yes,Travel_Rarely,7,4,3,1,3,2,9,38,31,36,1,Yes
2268,54,Male,Single,Research & Development,Research Scientist,4,Life Sciences,2,11109,22,0,No,Travel_Rarely,20,4,2,2,3,3,7,25,11,37,0,No
2269,59,Female,Divorced,Research & Development,Healthcare Representative,2,Marketing,2,8865,21,2,Yes,Non-Travel,9,2,2,3,4,3,6,1,0,38,0,No
2270,54,Male,Married,Sales,Sales Executive,3,Life Sciences,2,6410,13,0,No,Travel_Rarely,9,4,1,3,3,1,7,22,12,39,1,Yes
2271,52,Female,Single,Research & Development,Research Scientist,4,Technical Degree,3,4031,21,2,No,Travel_Rarely,8,1,1,3,3,1,7,22,0,37,0,No
2272,40,Male,Divorced,Research & Development,Laboratory Technician,2,Life Sciences,1,12684,12,2,No,Travel_Frequently,14,1,3,1,3,2,6,20,18,24,0,No
2273,23,Female,Married,Research & Development,Manufacturing Director,2,Other,2,11921,15,1,Yes,Travel_Rarely,1,1,1,3,3,0,1,15,5,2,0,No
2274,21,Female,Divorced,Sales,Sales Representative,4,Life Sciences,2,6747,12,2,No,Travel_Rarely,23,2,3,3,3,0,8,8,7,2,0,No
2275,35,Female,Single,Research & Development,Manufacturing Director,3,Technical Degree,2,16135,23,1,No,Travel_Rarely,21,2,3,1,3,4,6,12,3,15,0,No
2276,26,Male,Single,Sales,Sales Executive,3,Life Sciences,2,2779,24,1,No,Travel_Rarely,23,3,1,2,3,0,5,27,4,9,1,Yes
2277,46,Male,Married,Sales,Manager,1,Life Sciences,1,13314,15,2,No,Non-Travel,12,4,2,2,4,1,8,26,24,29,0,No
2278,30,Female,Married,Human Resources,Human Resources,4,Life Sciences,2,10978,15,0,No,Travel_Rarely,25,2,2,1,3,0,0,16,6,9,0,No
2279,34,Female,Married,Sales,Manager,1,Technical Degree,3,13413,14,2,No,Non-Travel,2,1,2,2,3,4,1,37,22,15,0,No
2280,49,Male,Married,Research & Development,Research Scientist,3,Life Sciences,3,9998,21,1,No,Non-Travel,13,1,2,2,4,3,0,35,3,28,0,No
2281,39,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,1,4224,17,2,Yes,Non-Travel,27,2,3,2,4,0,9,0,0,18,1,Yes
2282,21,Male,Single,Research & Development,Manufacturing Director,1,Life Sciences,4,12989,20,2,Yes,Non-Travel,4,2,2,3,3,0,2,17,3,1,0,No
2283,22,Female,Married,Research & Development,Manufacturing Director,3,Other,2,7703,16,1,No,Travel_Rarely,20,2,3,2,3,1,4,8,4,3,0,No
2284,54,Male,Married,Sales,Sales Executive,3,Life Sciences,2,18145,12,2,No,Travel_Frequently,18,3,1,3,3,2,0,12,4,34,0,No
2285,58,Male,Single,Sales,Manager,2,Life Sciences,3,11670,14,2,No,Travel_Rarely,19,1,1,2,3,3,3,39,1,39,0,No
2286,30,Female,Single,Research & Development,Research Scientist,4,Other,1,2401,23,1,No,Travel_Rarely,16,3,3,3,3,2,7,14,10,13,0,No
2287,51,Female,Divorced,Sales,Sales Representative,3,Human Resources,4,7798,24,0,Yes,Non-Travel,27,3,2,1,3,4,5,3,2,33,1,Yes
2288,39,Female,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,3,15394,21,1,No,Travel_Rarely,14,4,3,1,3,4,0,32,15,23,0,No
2289,40,Male,Single,Sales,Sales Executive,2,Technical Degree,4,18070,17,1,Yes,Non-Travel,29,1,2,2,3,2,0,23,16,22,0,No
2290,20,Male,Single,Sales,Sales Executive,4,Life Sciences,1,1114,19,2,Yes,Travel_Rarely,8,1,2,3,3,1,2,35,19,5,1,Yes
2291,59,Female,Single,Research & Development,Research Scientist,4,Life Sciences,1,12488,19,1,No,Non-Travel,12,2,3,1,3,5,9,9,9,40,1,Yes
2292,51,Female,Divorced,Sales,Sales Representative,4,Technical Degree,1,2955,22,2,Yes,Travel_Rarely,9,2,3,1,3,1,7,35,22,33,0,No
2293,49,Female,Married,Research & Development,Research Scientist,3,Marketing,3,6553,13,2,No,Non-Travel,6,4,2,1,3,5,7,19,1,28,0,No
